date,published_time,post_created_time,produced_by,permalink_url,title,message,primary_category_l0,primary_category,(Undefined)Suggestion for Change in Primary,Primary Category  Suggestion Explaination,Primary_Category_1,Secondary Category,Secondary Category Suggestion 3 or less and comma sep,Secondary Category Suggestion Explaination,Secondary_Category_1,Secondary_Category_1_revisited,video_type,video_type suggestion,Video_Type_1,voice_first_3_seconds,visual_first_3_seconds,visual_first_3_seconds_Other,background_music_type_first_3_seconds,Background Music In Beginning ,Video Format ,Video Length,thumbnail,thumbnail_Sentiment,thumbnail_famous_personality_name,thumbnail_famous_personality_profession,Tags
2019-08-22 , 16:05:15,2019-08-22 16:05:1566489900,AKG,https://www.facebook.com/1954072204870360/posts/2420761828201393/,Mika Singh Apologises To The Nation For His Performance In Pakistan,सवालों से irritate होकर press conference क्यों छोड़ी Mika Singh ने ?,X Do not use Bollywood & Entertainment,Filmy*,,,Entertainment,People,,,"Bollywood, Music, Famous Personality","Bollywood, Music, Famous Personality",Controversial,,Controversial, voice of famous personality (fpv),famous personality (fp),,loud,,,,Famous Personality,Action,Mika Singh,film,"Pakistan, Mika Singh, Performance, Press Conference, Apologise"
2019-08-21 , 11:35:15,2019-08-21 11:35:1566387325,DG,https://www.facebook.com/1954072204870360/posts/2419935688284007/,Olympic hockey Test Event: India Blank New Zealand 5-0 In Final,New Zealand को हरा Indian Men's Hockey Team ने जीता Olympics test event का final,Sports & Games,Sports & Games,,,Sports & Games,Achievements,,,"Hockey, Award/Achievement, News","Hockey, Award/Achievement, News",Informative,,Informative,text only (to),commoner (np),,loud,,,,Commoner,Action,,,"Hockey (sport family), New Zealand, IndianHockeyTeam, Sports, Olympics, Final, Win"
2019-09-15 , 05:05:15,2019-09-15 05:05:1568523900,AKG,https://www.facebook.com/1954072204870360/posts/2437355133208729/,Lucknow Railway Station Gets Lightened Up With New Colours,रौशनी से जगमगाया Lucknow Railway Station,Travel,Travel,,,Places,Place,,,"Railways, Creative Skill",Visual Arts,Informative,,General ,text only (to),other,"railway station, building",no music,,,,Object,Neutral ,,,"Lucknow, Uttar Pradesh, Lucknow, Railway Station, Colours"
2019-08-22 , 13:05:15,2019-08-22 13:05:1566479100,DG,https://www.facebook.com/1954072204870360/posts/2420608471550062/,Use Of Plastic Items In Parliament Brought To A Complete Halt,PM Modi ने कौनसा दिया था देश को संदेश जो सबसे पहले लागू हुआ Parliament में?,Animals ,Environment,,,Environment/Ecosystem,Daily NEWJ*,,,"Political, News, Conservation","Political, News, Conservation",Informative,,General ,other,other,"parlament, building",neutral,,,,Object,Neutral ,,,"PM Modi, Modi, Bhartiya Janata Party, Plastics, Ban, Narendra Modi, Parliament"
2019-08-22 , 14:35:15,2019-08-22 14:35:1566484500,AK,https://www.facebook.com/1954072204870360/posts/2420610781549831/,Ahmedabad Police's Noble Initiative For Children Residing On Footpath,बेघर बच्चों के लिए Ahmedabad Police की ये 'पुलिस की पाठशाला',Education,Police-Army,,,Education,Social Work,,,"Police, Social Work, Educational Institute","Police, Social Work",Inspiring,,"Inspiring, Informative",text only (to),other,banner,relevant,,,,Commoner,Happy ,,,"Gujarat, Police & Military Dogs, Ahemdabad, Footpath, School, Education"
2019-08-31 , 02:05:15,2019-08-31 02:05:1567217131,HG,https://www.facebook.com/1954072204870360/posts/2426783974265845/,Life Lesson: Your Life Doesn't Stop In Anybody's Absence,क्या कहती है महात्मा और सज्जन की ये कहानी?,Education,Lifestyle,,,Lifestyle,Lifestyle,,,Philosophy,Spiritual,Explainers,,Explainers,other,other, commoner animation,relevant,,,,Other,Happy ,,,Life Lessons
2019-10-30 , 04:30:15,2019-10-30 04:30:1572409800,DG,https://www.facebook.com/1954072204870360/posts/2474216049522637/,Pranav Lal - Seeing The World Through The Lenses,"मिलिए प्रणव लाल से, आंखें नहीं होने के बावजूद ये क्लिक करते हैं शानदार तस्वीरें",X Do not use People,Art,,,Skill & Art ,People,,,"Creative Skill, Differently Abled","Visual Arts, Person Specific",Shocking/Surprising,,Shocking/Surprising,text only (to),commoner (np),,relevant,,,,Commoner,Neutral ,,,"Travel Photography, Photography, Pranav Lal, Blind Photographer, Visually Impaired"
2019-08-25 , 11:05:15,2019-08-25 11:05:1566731100,AK,https://www.facebook.com/1954072204870360/posts/2420628468214729/,Gorakhpur Railway Station Has The World's Longest Platform,India की कौनसी city में है दुनिया का सबसे लंबा railway platform?,Travel,Travel,,,Places,Place,,,Railways,Facts,Informative,,Informative,text only (to),other,"railway station, building",relevant,,,,Object,Neutral ,,,"Gorakhpur, Railway, Train, Station, Travel, World Record, City"
2019-08-21 , 11:05:15,2019-08-21 11:05:1566385500,DG,https://www.facebook.com/1954072204870360/posts/2419848791626030/,Man vs Wild Episode With PM Modi World’s Most Trending Televised Event,Man Vs Wild का ये episode बना दुनिया का सबसे ज्यादा देखे जाने वाला episode,X Do not use Bollywood & Entertainment,Politics*,,,Entertainment,People,,,"Digital/TV, Famous Personality, Political","Digital/TV, Famous Personality, Political",Informative,,General ,text only (to),famous personality (fp),,relevant,,,,Famous Personality,"Happy, Action",Narendra Modi,Politics,"Televisions, Wildlife, Narendra Modi, PM Modi, Prime Minister, Bhartiya Janata Party, Adventure, Broadcast"
2019-08-21 , 16:05:15,2019-08-21 16:05:1566403500,DV,https://www.facebook.com/1954072204870360/posts/2419912028286373/,INX Media case: How Chidambaram Got Into Trouble,क्या है INX Media case का पूरा मामला? जिसमें P Chidambaram की anticipatory bail कर दी गई है reject,Crime,Politics*,,,Politics,Daily NEWJ*,,,"News, Famous Personality","News, Famous Personality",Explainers,,Explainers,text only (to),famous personality (fp),,neutral,,,,Famous Personality,Sad,P Chidambaram,Politics,"INX Media, Media, Case, Arrest, Rejection, Chidambaram"
2019-09-20 , 06:35:15,2019-09-20 06:35:1568961300,DV,https://www.facebook.com/1954072204870360/posts/2442910179319891/,Transforming Barren Land To A Sanctuary,ये है भारत की एकमात्र private Wildlife Sanctuary,Animals ,Environment,,,Environment/Ecosystem,Animals,,,Conservation,Conservation,Informative,,"Inspiring, Informative",text only (to),commoner (np),,relevant,,,,Commoner,Happy ,,,"Wildlife Tourism, Sai Sanctuary, Barren Land, Wildlife Conservation, Pamela, Anil Malhotra, Private Wildlife Sanctuary"
2019-09-03 , 05:05:15,2019-09-03 05:05:1567487100,RG,https://www.facebook.com/1954072204870360/posts/2424511614493081/,Creating Beautiful Shelters From Plastic Scrap,किस तरह plastic के कचरे से सुंदर घर बना रहा है ये couple?,Animals ,Environment,,,Environment/Ecosystem,Environment,,,Conservation,Conservation,Informative,,Informative,other,other,plastic trash,neutral,,,,Object,Neutral ,,,"Hyderabad, Waste management, Plastic Waste, Indian Couple, Recycle, Plastic Recycle"
2019-08-21 , 10:15:15,2019-08-21 10:15:1566382504,DG,https://www.facebook.com/1954072204870360/posts/2419784311632478/,Rare Sea Sparkle Seen At Chennai Beach,Chennai beach पर दिखा ये खूबसूरत नजारा,X Do not use Shocking Visuals,Travel,,,Places,Place,,,News,News,Informative,,General ,other,other,sea,relevant,,,,Nature,Neutral ,,,"Beauty, Chennai, India, Beach, Sparkle, Unique"
2019-08-21 , 13:05:15,2019-08-21 13:05:1566392701,AK,https://www.facebook.com/1954072204870360/posts/2419950401615869/,Chennai's Water Crisis at It's Peak,देखिए बूंद-बूंद पानी के लिए कैसे तरस रहे हैं Chennai के लोग,Animals ,Environment,,,Environment/Ecosystem,Environment,,,Crisis,Crisis,Informative,,"Shocking/Surprising, Informative",text only (to),other,dry land,relevant,,,,Crowd,Neutral ,,,"Chennai, India, Environmental Policy, Water Crisis, Water, Nature, Economy, Resources, Ground water"
2019-08-21 , 14:35:15,2019-08-21 14:35:1566398100,DG,https://www.facebook.com/1954072204870360/posts/2419978298279746/,This Primary School In Lucknow is Devoid of Basic Amenities,कहां है ये school जहां बच्चों के लिए नहीं है बिजली और पानी?,Education,Education,,,Education,Education,,,Facilities,Crisis,Informative,,Informative,text only (to),other,school,relevant,,,,Crowd,Neutral ,,,"Lucknow, Uttar Pradesh, Government, School, Education, Students, Amenities, Primary School"
2019-08-25 , 03:35:15,2019-08-25 03:35:1566704100,HR,https://www.facebook.com/1954072204870360/posts/2420560078221568/,"Cochin International Airport, The 1st Fully Solar-Powered Airport",India का ये airport है world का 1st fully solar powered airport,Travel,Travel,,,Technology & Innovations,Place,,,"Tech, Conservation",Conservation,Informative,,Informative,text only (to),other,solar panel,relevant,,,,Object,Neutral ,,,"Cochin, Kerala, Airport, Solar Power, Technology, Growth, Develop"
2019-08-22 , 11:35:15,2019-08-22 11:35:1566473700,DV,https://www.facebook.com/1954072204870360/posts/2420606024883640/,Daring IAF Jawans Rescue 2 Men Stranded In Tawi River,किस तरह IAF के जवानों ने बचाई Tawi नदी के पास फंसे इन 2 लोगों की जान?,X Do not use Armed Forces,Police-Army,,,Forces,Daily NEWJ*,,,"Air Force, News","Air Force, News",Informative,,General ,text only (to),commoner (np),,relevant,,,,Object,Neutral ,,,"Indian Air Force, Garud Commando, Jawan, Stranded, Soldiers, Army"
2019-09-01 , 05:05:15,2019-09-01 05:05:1567314300,VA,https://www.facebook.com/1954072204870360/posts/2425298977747678/,Off-Road Racers' First Choice - Maruti Suzuki Gypsy,Maruti Suzuki Gypsy की history और नया अवतार,X Do not use History,Sports & Games,,,Sports & Games,Undefined,,,MotorSports,Other Sports,Informative,,Informative,text only (to),other,Maruti suzuki gypsy,relevant,,,,Object,Neutral ,,,"Gypsy, Maruti Suzuki, Off-Road, Gypsy Racing, Maruti, Suzuki"
2019-08-20 , 05:05:15,2019-08-20 05:05:1566277500,VA,https://www.facebook.com/1954072204870360/posts/2418970731713836/,The Same China Raging On Kashmir Issue Is Mum On Protests In Hong Kong,Kashmir को international मुद्दा बताने वाला China चुप है Hong Kong के मुद्दे पर,Foreign Affairs,Foreign Affairs,,,Global News,Politics*,,,Political,Political,Controversial,,Controversial,text only (to),Crowd,,relevant,,,,Crowd,Neutral ,,,"Evangelical Protestantism, China, Jammu and Kashmir, Hong Kong, Rage, Fight, Riots"
2019-08-19 , 14:35:15,2019-08-19 14:35:1566225301,HR,https://www.facebook.com/1954072204870360/posts/2418399581770951/,190 Schools In Jammu And Kashmir Will Reopen 14 Days After Revoking Article 370,धारा 144 हटने के बाद Jammu & Kashmir में वापस खुले 190 schools,Politics,Government,,,Government,Daily NEWJ*,,,"Policies/Norms/Rules, News","Policies/Norms/Rules, News",Informative,,Informative,text only (to),Crowd,,relevant,,,,Crowd,Happy ,,,"Jammu and Kashmir, Police & Military Dogs, Schools, education, Reopen, Curfew"
2019-08-20 , 10:16:15,2019-08-20 10:16:1566296184,HR,https://www.facebook.com/1954072204870360/posts/2419141088363467/,Pune To Soon Have Traffic Robots On The Roads,जानिए कौन सी है वो city जहां robot संभालेगा traffic ?,Science & Tech,Science & Tech*,,,Technology & Innovations,Place,,,Tech,News,Informative,,Informative,text only (to),other,robot,relevant,,,,Object,Neutral ,,,"Information technology, Pune, Maharashtra, Tech Industry, Robot"
2019-09-03 , 10:15:15,2019-09-03 10:15:1567505700,DG,https://www.facebook.com/1954072204870360/posts/2424534867824089/,Hyderabad's 12-Year Old Genius Builds An Indigenous Robot,"कितनी दिनों में इस 12 साल के लड़के ने बनाया robot, जो मानता है लोगों की बात?",Science & Tech,Science & Tech*,,,Technology & Innovations,Achievements,,,"Tech, Famous Personality, Award/Achievement","Person Specific, Award/Achievement",Informative,,Informative,text only (to),commoner (np),,relevant,,,,Commoner,Happy ,,,"Hyderabad, Robotics, Mohammed Hasan Ali, Serving Robot"
2019-08-20 , 16:05:15,2019-08-20 16:05:1566317100,DV,https://www.facebook.com/1954072204870360/posts/2419155808361995/,Chhavi Rajawat: The Female Sarpanch Of Soda,कौन हैं Chhavi Rajawat? जो बनी India की सबसे छोटी उम्र की सरपंच,X Do not use People,Lifestyle,,,Lifestyle,Achievements,,,"Award/Achievement, Famous Personality","Award/Achievement, Famous Personality",Informative,,General ,text only (to),commoner (np),,relevant,,,,Commoner,Proud,,,"Pune, Maharashtra, Sarpanch, Village, Development, Decision, Harvesting"
2019-08-23 , 11:05:15,2019-08-23 11:05:1566558300,HR,https://www.facebook.com/1954072204870360/posts/2421264704817772/,Street Paintings Of Varanasi That Adds To Its Beauty,किस तरह की paintings बनाई गईं हैं Varanasi को सुंदर बनाने के लिए?,Travel,Travel,,,Places,Place,,,Painting,Visual Arts,Informative,,General ,text only (to),other,bridge,relevant,,,,Object,Neutral ,,,"Beauty, Varanasi, India, Paintings, Street, Unique, Great Ideas"
2019-08-19 , 16:05:15,2019-08-19 16:05:1566230700,SA,https://www.facebook.com/1954072204870360/posts/2418418285102414/,Google Images Equate 'Bhikari' With PM Imran Khan,"Google ने भी माना भिखारी है Pak PM Imran Khan, जानिए क्या है वजह?",Politics,Politics*,,,Politics,Politics*,,,"Bloopers, Famous Personality","Bloopers, Famous Personality",Funny,,"Funny, Shocking/Surprising",other,famous personality (fp),,relevant,,,,Famous Personality,Neutral ,Imran Khan,Politics,"Social Media, Google, Imran Khan, Beggar, Defame, Media"
2019-08-24 , 05:05:15,2019-08-24 05:05:1566623100,DG,https://www.facebook.com/1954072204870360/posts/2420706851540224/,Meet Bhopal's First Female Auto Driver,मिलिए Bhopal की 1st female auto driver से,X Do not use People,Lifestyle,,,Lifestyle,People,,,"Empowerment, Person Specific","Empowerment, Person Specific",Informative,,General ,text only (to),other,auto,relevant,,,,Commoner,Neutral ,,,"Bhopal, Madhya Pradesh, Auto Rickshaws (Tuk-tuks), Auto Driver, Female, Women Power, Empowerment"
2019-08-22 , 12:40:15,2019-08-22 12:40:1566477612,HG,https://www.facebook.com/1954072204870360/posts/2420730928204483/,Lord Krishna's Message Of Kansh Vadh,द्वापर युग के कंस वध का आध्यात्मिक सार,Dharohar,Dharohar*,,,Lifestyle,Lifestyle,,,Religion,Religion,Explainers,,Explainers,text only (to),other,Kansa animation,relevant,,,,Other,Anger,,,"Astrology, God, Religion, Lord Krishna, Devotees, Message"
2019-08-21 , 02:05:15,2019-08-21 02:05:1566353131,HG,https://www.facebook.com/1954072204870360/posts/2419159135028329/,How Did God Fulfilled Putna's Wish,कौन थी पूतना और कैसे भगवान ने उसकी इच्छा पूर्ण की?,Dharohar,Dharohar*,,,Lifestyle,Lifestyle,,,"Religion, Beliefs",Religion,Explainers,,Explainers,text only (to),other,krishna animation,relevant,,,,Other,Fear,,,"God, Wish, Fulfill, Devotee, Worship, Lord Krishna"
2019-08-16 , 13:22:15,2019-08-16 13:22:1565961766,SA,https://www.facebook.com/1954072204870360/posts/2416211221989787/,BREAKING NEWJ : Ravi Shastri Retained As Team India Head Coach,एक बार फिर Team India के coach बने Ravi Shastri,Sports & Games,Sports & Games,,,Sports & Games,Daily NEWJ*,,,"Cricket, Famous Personality, News","Cricket, Famous Personality, News",Informative,,General ,text only (to),famous personality (fp),,loud,,,,Famous Personality,Neutral ,Ravi Shastri,Sport,no tags
